,Open,High,Low,Close,Adj Close,Volume,marketCycle
2024-06-27 09:30:00-04:00,124.0,124.94999694824219,124.0,124.75,124.75,14272681.0,
2024-06-27 09:31:00-04:00,124.73500061035156,125.11000061035156,124.62000274658203,124.875,124.875,1545178.0,
2024-06-27 09:32:00-04:00,124.87000274658203,125.02989959716797,124.19999694824219,124.36969757080078,124.36969757080078,1356885.0,
2024-06-27 09:33:00-04:00,124.35009765625,125.05999755859375,124.20999908447266,124.9800033569336,124.9800033569336,1341360.0,
2024-06-27 09:34:00-04:00,124.9800033569336,125.1500015258789,124.70999908447266,124.90989685058594,124.90989685058594,1057941.0,
2024-06-27 09:35:00-04:00,124.88999938964844,125.0999984741211,124.76000213623047,124.939697265625,124.939697265625,1062103.0,
2024-06-27 09:36:00-04:00,124.94000244140625,125.4000015258789,124.78610229492188,125.36000061035156,125.36000061035156,1369978.0,
2024-06-27 09:37:00-04:00,125.36000061035156,125.71600341796875,125.36000061035156,125.5,125.5,1671911.0,
2024-06-27 09:38:00-04:00,125.51000213623047,126.2791976928711,125.5,126.12000274658203,126.12000274658203,2043980.0,
2024-06-27 09:39:00-04:00,126.12000274658203,126.40499877929688,125.94000244140625,125.99500274658203,125.99500274658203,1818171.0,
2024-06-27 09:40:00-04:00,125.98999786376953,126.02999877929688,125.53399658203125,125.71499633789062,125.71499633789062,1125099.0,
2024-06-27 09:41:00-04:00,125.70999908447266,125.83000183105469,125.375,125.375,125.375,1259513.0,
2024-06-27 09:42:00-04:00,125.37000274658203,125.68000030517578,125.05000305175781,125.11000061035156,125.11000061035156,1411571.0,
2024-06-27 09:43:00-04:00,125.11000061035156,125.31999969482422,124.93000030517578,124.98999786376953,124.98999786376953,1176847.0,
2024-06-27 09:44:00-04:00,124.98999786376953,125.37000274658203,124.9800033569336,125.2699966430664,125.2699966430664,892042.0,
2024-06-27 09:45:00-04:00,125.2750015258789,125.62989807128906,125.2750015258789,125.44000244140625,125.44000244140625,1080175.0,46.24198534921543
2024-06-27 09:46:00-04:00,125.44999694824219,125.7300033569336,125.42009735107422,125.54000091552734,125.54000091552734,990100.0,50.92499427952878
2024-06-27 09:47:00-04:00,125.54000091552734,125.66000366210938,125.3499984741211,125.5,125.5,859593.0,53.46432713534739
2024-06-27 09:48:00-04:00,125.45999908447266,125.56500244140625,125.30000305175781,125.32499694824219,125.32499694824219,607773.0,49.87341817377027
2024-06-27 09:49:00-04:00,125.31999969482422,125.38999938964844,125.19999694824219,125.25469970703125,125.25469970703125,764555.0,42.586671369976145
2024-06-27 09:50:00-04:00,125.2699966430664,125.28510284423828,124.72000122070312,124.83000183105469,124.83000183105469,1374891.0,28.097627508275178
2024-06-27 09:51:00-04:00,124.84110260009766,125.11000061035156,124.52999877929688,124.75,124.75,1233999.0,19.06737599104975
2024-06-27 09:52:00-04:00,124.73999786376953,124.76080322265625,124.13999938964844,124.38999938964844,124.38999938964844,1309740.0,11.611401423592266
2024-06-27 09:53:00-04:00,124.38980102539062,124.51000213623047,124.30000305175781,124.47000122070312,124.47000122070312,1079769.0,12.808171920169846
2024-06-27 09:54:00-04:00,124.47989654541016,124.79000091552734,124.44999694824219,124.4800033569336,124.4800033569336,1080953.0,16.868437431805255
2024-06-27 09:55:00-04:00,124.4800033569336,124.69999694824219,124.16999816894531,124.19080352783203,124.19080352783203,1186026.0,14.65112769775457
2024-06-27 09:56:00-04:00,124.19010162353516,124.20999908447266,123.80000305175781,123.83999633789062,123.83999633789062,1882544.0,14.170607894013148
2024-06-27 09:57:00-04:00,123.83999633789062,124.0,123.79010009765625,123.94139862060547,123.94139862060547,1025283.0,20.572331241380077
2024-06-27 09:58:00-04:00,123.94499969482422,124.30000305175781,123.75,124.29000091552734,124.29000091552734,1594265.0,32.83571973934877
2024-06-27 09:59:00-04:00,124.30000305175781,124.4800033569336,124.0999984741211,124.44000244140625,124.44000244140625,939029.0,39.56580326625562
2024-06-27 10:00:00-04:00,124.42050170898438,124.4800033569336,124.19999694824219,124.2300033569336,124.2300033569336,731488.0,39.37181110565882
2024-06-27 10:01:00-04:00,124.23400115966797,124.3499984741211,124.01000213623047,124.1592025756836,124.1592025756836,750281.0,39.444555173958356
2024-06-27 10:02:00-04:00,124.1449966430664,124.69000244140625,124.05000305175781,124.55180358886719,124.55180358886719,1056370.0,49.408777310046375
2024-06-27 10:03:00-04:00,124.55999755859375,124.62000274658203,124.31999969482422,124.46499633789062,124.46499633789062,603088.0,53.906065698998376
2024-06-27 10:04:00-04:00,124.46160125732422,124.5999984741211,124.27999877929688,124.3895034790039,124.3895034790039,705837.0,51.19875336537241
2024-06-27 10:05:00-04:00,124.38500213623047,124.69999694824219,124.31999969482422,124.5188980102539,124.5188980102539,702016.0,65.71957126640599
2024-06-27 10:06:00-04:00,124.51300048828125,124.66999816894531,124.51000213623047,124.62000274658203,124.62000274658203,515982.0,74.52095141757556
2024-06-27 10:07:00-04:00,124.62000274658203,124.7300033569336,124.42040252685547,124.45999908447266,124.45999908447266,737373.0,66.87054951534017
2024-06-27 10:08:00-04:00,124.45980072021484,124.5199966430664,124.13999938964844,124.44000244140625,124.44000244140625,774770.0,60.99287655667788
2024-06-27 10:09:00-04:00,124.44000244140625,124.68000030517578,124.3499984741211,124.5,124.5,742667.0,66.59652485917582
2024-06-27 10:10:00-04:00,124.51000213623047,124.70999908447266,124.4000015258789,124.69000244140625,124.69000244140625,544836.0,72.43403048295946
2024-06-27 10:11:00-04:00,124.69000244140625,125.04000091552734,124.68000030517578,125.01940155029297,125.01940155029297,1201515.0,75.1304036864647
2024-06-27 10:12:00-04:00,125.0,125.30000305175781,124.87000274658203,125.12000274658203,125.12000274658203,1260689.0,82.0861629278262
